"trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear"
"21745532,2019-01-02 08:37:18,2019-01-02 08:44:48,6412,450.0,636,Orleans St & Hubbard St (*),286,Franklin St & Quincy St,Subscriber,Male,1987"
"21745534,2019-01-02 08:37:18,2019-01-02 08:42:46,2087,328.0,91,Clinton St & Washington Blvd,98,LaSalle St & Washington St,Subscriber,Male,1973"
"21745535,2019-01-02 08:37:26,2019-01-02 08:42:33,247,307.0,638,Clinton St & Jackson Blvd (*),103,Clinton St & Polk St (*),Subscriber,Male,1975"
"21745537,2019-01-02 08:37:52,2019-01-02 09:01:04,610,""1,392.0"",299,Halsted St & Roscoe St,71,Morgan St & Lake St,Subscriber,Male,1988"
"21745538,2019-01-02 08:37:52,2019-01-02 08:56:10,3325,""1,098.0"",14,Morgan St & 18th St,119,Ashland Ave & Lake St (Temp),Subscriber,Male,1990"
"21745539,2019-01-02 08:37:55,2019-01-02 08:46:59,331,544.0,620,Orleans St & Chestnut St (NEXT Apts),18,Wacker Dr & Washington St,Subscriber,Male,1981"
"21745540,2019-01-02 08:37:57,2019-01-02 08:42:34,1048,277.0,81,Daley Center Plaza,191,Canal St & Monroe St (*),Subscriber,Male,1986"
"21745541,2019-01-02 08:38:03,2019-01-02 08:52:55,498,892.0,174,Canal St & Madison St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1983"
"21745542,2019-01-02 08:38:11,2019-01-02 08:57:27,2663,""1,156.0"",315,Elston Ave & Wabansia Ave,18,Wacker Dr & Washington St,Subscriber,Male,1980"
"21745543,2019-01-02 08:38:15,2019-01-02 08:48:03,1494,588.0,334,Lake Shore Dr & Belmont Ave,304,Broadway & Waveland Ave,Subscriber,Male,1989"
"21745544,2019-01-02 08:38:17,2019-01-02 08:44:38,29,381.0,60,Dayton St & North Ave,315,Elston Ave & Wabansia Ave,Subscriber,Male,1981"
"21745545,2019-01-02 08:38:16,2019-01-02 08:45:32,1133,436.0,5,State St & Harrison St,81,Daley Center Plaza,Subscriber,Female,1988"
"21745547,2019-01-02 08:38:29,2019-01-02 08:48:57,3603,628.0,91,Clinton St & Washington Blvd,111,Sedgwick St & Huron St,Subscriber,Female,1995"
"21745548,2019-01-02 08:38:35,2019-01-02 08:55:05,5134,990.0,35,Streeter Dr & Grand Ave,90,Millennium Park,Subscriber,Female,1968"
"21745549,2019-01-02 08:39:01,2019-01-02 08:45:01,4231,360.0,91,Clinton St & Washington Blvd,49,Dearborn St & Monroe St,Subscriber,Male,1988"
"21745550,2019-01-02 08:39:06,2019-01-02 08:47:31,4536,505.0,305,Western Ave & Division St,116,Western Ave & Winnebago Ave,Subscriber,Female,1991"
"21745552,2019-01-02 08:39:14,2019-01-02 08:47:18,3533,484.0,191,Canal St & Monroe St (*),43,Michigan Ave & Washington St,Subscriber,Male,1969"
"21745553,2019-01-02 08:39:20,2019-01-02 08:52:46,1377,806.0,190,Southport Ave & Wrightwood Ave,364,Larrabee St & Oak St,Subscriber,Male,1980"
"21745554,2019-01-02 08:39:39,2019-01-02 08:47:18,4020,459.0,164,Franklin St & Lake St,195,Columbus Dr & Randolph St,Subscriber,Male,1990"
"21745555,2019-01-02 08:39:39,2019-01-02 08:46:26,304,407.0,24,Fairbanks Ct & Grand Ave,38,Clark St & Lake St,Subscriber,Male,1985"
"21745556,2019-01-02 08:39:40,2019-01-02 08:42:17,2710,157.0,17,Honore St & Division St,210,Ashland Ave & Division St,Subscriber,Male,1994"
"21745557,2019-01-02 08:39:44,2019-01-02 08:44:16,5867,272.0,161,Rush St & Superior St,142,McClurg Ct & Erie St,Subscriber,Male,1981"
"21745558,2019-01-02 08:39:52,2019-01-02 08:51:06,368,674.0,214,Damen Ave & Grand Ave,66,Clinton St & Lake St,Subscriber,Male,1992"
"21745559,2019-01-02 08:39:56,2019-01-02 08:51:18,1409,682.0,134,Peoria St & Jackson Blvd,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1985"
"21745560,2019-01-02 08:39:59,2019-01-02 09:01:43,4390,""1,304.0"",638,Clinton St & Jackson Blvd (*),211,St. Clair St & Erie St,Subscriber,Male,1961"
"21745562,2019-01-02 08:40:00,2019-01-02 08:47:12,849,432.0,182,Wells St & Elm St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1990"
"21745563,2019-01-02 08:40:02,2019-01-02 08:45:44,3269,342.0,59,Wabash Ave & Roosevelt Rd,273,Michigan Ave & 18th St,Subscriber,Female,1988"
"21745564,2019-01-02 08:40:15,2019-01-02 08:45:44,2357,329.0,110,Dearborn St & Erie St,142,McClurg Ct & Erie St,Subscriber,Male,1975"
"21745566,2019-01-02 08:40:46,2019-01-02 08:47:34,6247,408.0,312,Clarendon Ave & Gordon Ter,293,Broadway & Wilson Ave,Subscriber,Male,1989"
"21745567,2019-01-02 08:40:49,2019-01-02 08:48:29,1790,460.0,394,Clark St & 9th St (AMLI),287,Franklin St & Monroe St,Subscriber,Male,1988"
"21745568,2019-01-02 08:40:54,2019-01-02 08:49:46,4852,532.0,80,Aberdeen St & Monroe St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1975"
"21745569,2019-01-02 08:40:56,2019-01-02 09:03:28,110,""1,352.0"",129,Blue Island Ave & 18th St,39,Wabash Ave & Adams St,Subscriber,Male,1993"
"21745570,2019-01-02 08:41:05,2019-01-02 08:54:14,1078,789.0,225,Halsted St & Dickens Ave,84,Milwaukee Ave & Grand Ave,Subscriber,Male,1985"
"21745571,2019-01-02 08:41:09,2019-01-02 08:49:10,2019,481.0,168,Michigan Ave & 14th St,284,Michigan Ave & Jackson Blvd,Subscriber,Female,1968"
"21745572,2019-01-02 08:41:13,2019-01-02 08:47:28,4846,375.0,56,Desplaines St & Kinzie St,47,State St & Kinzie St,Subscriber,Male,1958"
"21745573,2019-01-02 08:41:14,2019-01-02 08:44:49,124,215.0,49,Dearborn St & Monroe St,43,Michigan Ave & Washington St,Subscriber,Male,1977"
"21745574,2019-01-02 08:41:17,2019-01-02 08:44:32,2756,195.0,232,Pine Grove Ave & Waveland Ave,114,Sheffield Ave & Waveland Ave,Subscriber,Male,1988"
"21745577,2019-01-02 08:41:31,2019-01-02 08:47:43,83,372.0,67,Sheffield Ave & Fullerton Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Female,1994"
"21745578,2019-01-02 08:41:33,2019-01-02 08:47:38,4674,365.0,210,Ashland Ave & Division St,658,Leavitt St & Division St (*),Subscriber,Male,1995"
"21745580,2019-01-02 08:41:51,2019-01-02 09:05:07,2136,""1,396.0"",128,Damen Ave & Chicago Ave,194,Wabash Ave & Wacker Pl,Subscriber,Male,1992"
"21745581,2019-01-02 08:41:53,2019-01-02 08:51:14,5203,561.0,107,Desplaines St & Jackson Blvd,133,Kingsbury St & Kinzie St,Subscriber,Female,1988"
"21745582,2019-01-02 08:41:58,2019-01-02 08:44:38,6444,160.0,173,Mies van der Rohe Way & Chicago Ave,142,McClurg Ct & Erie St,Subscriber,Female,1989"
"21745583,2019-01-02 08:42:02,2019-01-02 08:48:00,4571,358.0,137,Morgan Ave & 14th Pl,109,900 W Harrison St,Subscriber,Male,1989"
"21745584,2019-01-02 08:42:12,2019-01-02 09:00:51,2264,""1,119.0"",186,Ogden Ave & Race Ave,77,Clinton St & Madison St,Subscriber,Male,1987"
"21745585,2019-01-02 08:42:30,2019-01-02 08:48:36,4151,366.0,66,Clinton St & Lake St,74,Kingsbury St & Erie St,Subscriber,Male,1970"
"21745586,2019-01-02 08:42:33,2019-01-02 08:52:40,1888,607.0,174,Canal St & Madison St,195,Columbus Dr & Randolph St,Subscriber,Male,1971"
"21745587,2019-01-02 08:42:38,2019-01-02 08:49:06,5058,388.0,638,Clinton St & Jackson Blvd (*),80,Aberdeen St & Monroe St,Subscriber,Male,1962"
"21745588,2019-01-02 08:42:45,2019-01-02 08:52:38,896,593.0,638,Clinton St & Jackson Blvd (*),43,Michigan Ave & Washington St,Subscriber,Female,1994"
"21745589,2019-01-02 08:42:48,2019-01-02 08:49:30,1607,402.0,40,LaSalle St & Adams St,212,Wells St & Hubbard St,Subscriber,Male,1992"
"21745590,2019-01-02 08:42:53,2019-01-02 08:53:39,4514,646.0,191,Canal St & Monroe St (*),26,McClurg Ct & Illinois St,Subscriber,Female,1970"
"21745591,2019-01-02 08:42:53,2019-01-02 08:51:04,1605,491.0,255,Indiana Ave & Roosevelt Rd,90,Millennium Park,Subscriber,Male,1984"
"21745595,2019-01-02 08:43:45,2019-01-02 08:47:28,1408,223.0,73,Jefferson St & Monroe St,66,Clinton St & Lake St,Subscriber,Female,1977"
"21745596,2019-01-02 08:43:48,2019-01-02 08:54:12,2552,624.0,331,Halsted St & Clybourn Ave (*),307,Southport Ave & Clybourn Ave,Subscriber,Male,1981"
"21745597,2019-01-02 08:43:50,2019-01-02 09:14:39,6068,""1,849.0"",110,Dearborn St & Erie St,290,Kedzie Ave & Palmer Ct,Subscriber,Male,1992"
"21745598,2019-01-02 08:44:20,2019-01-02 09:08:11,1447,""1,431.0"",163,Damen Ave & Clybourn Ave,145,Mies van der Rohe Way & Chestnut St,Subscriber,Female,1989"
"21745601,2019-01-02 08:44:58,2019-01-02 08:47:43,6441,165.0,68,Clinton St & Tilden St,77,Clinton St & Madison St,Subscriber,Male,1986"
"21745602,2019-01-02 08:44:59,2019-01-02 08:55:03,752,604.0,91,Clinton St & Washington Blvd,140,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1983"
"21745603,2019-01-02 08:45:21,2019-01-02 08:57:21,6423,720.0,413,Woodlawn Ave & Lake Park Ave,423,University Ave & 57th St,Subscriber,Female,1989"
"21745604,2019-01-02 08:45:32,2019-01-02 08:51:42,1393,370.0,264,Stetson Ave & South Water St,51,Clark St & Randolph St,Subscriber,Female,1987"
"21745605,2019-01-02 08:45:37,2019-01-02 08:51:42,6310,365.0,195,Columbus Dr & Randolph St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1956"
"21745606,2019-01-02 08:45:37,2019-01-02 08:51:26,2741,349.0,283,LaSalle St & Jackson Blvd,43,Michigan Ave & Washington St,Subscriber,Male,1973"
"21745607,2019-01-02 08:45:38,2019-01-02 08:52:12,5701,394.0,18,Wacker Dr & Washington St,195,Columbus Dr & Randolph St,Subscriber,Male,1970"
"21745608,2019-01-02 08:45:46,2019-01-02 09:21:15,3310,""2,129.0"",338,Calumet Ave & 18th St,9,Leavitt St & Archer Ave,Subscriber,Female,1955"
"21745610,2019-01-02 08:45:47,2019-01-02 08:56:27,6417,640.0,32,Racine Ave & Congress Pkwy,40,LaSalle St & Adams St,Subscriber,Male,1975"
"21745611,2019-01-02 08:45:48,2019-01-02 08:55:13,2806,565.0,54,Ogden Ave & Chicago Ave,18,Wacker Dr & Washington St,Subscriber,Male,1980"
"21745613,2019-01-02 08:45:54,2019-01-02 08:51:34,6431,340.0,255,Indiana Ave & Roosevelt Rd,284,Michigan Ave & Jackson Blvd,Subscriber,Male,1979"
"21745614,2019-01-02 08:45:56,2019-01-02 08:57:48,508,712.0,236,Sedgwick St & Schiller St,125,Rush St & Hubbard St,Subscriber,Female,1992"
"21745615,2019-01-02 08:46:17,2019-01-02 08:51:20,859,303.0,214,Damen Ave & Grand Ave,119,Ashland Ave & Lake St (Temp),Subscriber,Male,1991"
"21745616,2019-01-02 08:46:17,2019-01-02 08:51:14,5402,297.0,161,Rush St & Superior St,142,McClurg Ct & Erie St,Subscriber,Female,1991"
"21745617,2019-01-02 08:46:19,2019-01-02 08:55:00,2445,521.0,91,Clinton St & Washington Blvd,53,Wells St & Huron St,Subscriber,Male,1983"
"21745618,2019-01-02 08:46:27,2019-01-02 08:51:51,3414,324.0,91,Clinton St & Washington Blvd,71,Morgan St & Lake St,Subscriber,Male,1978"
"21745619,2019-01-02 08:46:32,2019-01-02 08:51:29,259,297.0,13,Wilton Ave & Diversey Pkwy,340,Clark St & Wrightwood Ave,Subscriber,Male,1981"
"21745620,2019-01-02 08:46:34,2019-01-02 08:51:08,986,274.0,204,Prairie Ave & Garfield Blvd,422,DuSable Museum,Subscriber,Male,1985"
"21745621,2019-01-02 08:46:42,2019-01-02 08:50:57,5221,255.0,33,State St & Van Buren St,81,Daley Center Plaza,Subscriber,Male,1977"
"21745623,2019-01-02 08:47:04,2019-01-02 09:00:02,3226,778.0,86,Eckhart Park,21,Aberdeen St & Jackson Blvd,Subscriber,Male,1989"
"21745624,2019-01-02 08:47:15,2019-01-02 08:54:20,3268,425.0,36,Franklin St & Jackson Blvd,43,Michigan Ave & Washington St,Subscriber,Male,1982"
"21745625,2019-01-02 08:47:21,2019-01-02 09:01:22,6070,841.0,638,Clinton St & Jackson Blvd (*),342,Wolcott Ave & Polk St,Subscriber,Male,1958"
"21745626,2019-01-02 08:47:21,2019-01-02 08:55:33,4236,492.0,36,Franklin St & Jackson Blvd,43,Michigan Ave & Washington St,Subscriber,Male,1964"
"21745627,2019-01-02 08:47:34,2019-01-02 09:03:49,1268,975.0,637,Wood St & Chicago Ave (*),191,Canal St & Monroe St (*),Subscriber,Male,1980"
"21745628,2019-01-02 08:47:33,2019-01-02 08:50:04,4239,151.0,320,Loomis St & Lexington St,383,Paulina St & Flournoy St,Subscriber,Male,1994"
"21745629,2019-01-02 08:47:42,2019-01-02 08:55:51,4559,489.0,133,Kingsbury St & Kinzie St,38,Clark St & Lake St,Subscriber,Female,1986"
"21745630,2019-01-02 08:47:50,2019-01-02 08:52:17,5689,267.0,414,Canal St & Taylor St,75,Canal St & Jackson Blvd,Subscriber,Male,1973"
"21745631,2019-01-02 08:48:04,2019-01-02 08:53:17,6023,313.0,74,Kingsbury St & Erie St,56,Desplaines St & Kinzie St,Subscriber,Female,1990"
"21745632,2019-01-02 08:48:05,2019-01-02 09:01:09,546,784.0,19,Loomis St & Taylor St (*),287,Franklin St & Monroe St,Subscriber,Male,1987"
"21745633,2019-01-02 08:48:06,2019-01-02 09:08:45,3261,""1,239.0"",292,Southport Ave & Clark St,333,Ashland Ave & Blackhawk St,Subscriber,Male,1987"
"21745634,2019-01-02 08:48:06,2019-01-02 09:02:29,554,863.0,219,Damen Ave & Cortland St,48,Larrabee St & Kingsbury St,Subscriber,Male,1985"
"21745635,2019-01-02 08:48:26,2019-01-02 08:53:53,4439,327.0,133,Kingsbury St & Kinzie St,77,Clinton St & Madison St,Subscriber,Male,1984"
"21745637,2019-01-02 08:48:37,2019-01-02 08:54:08,6231,331.0,107,Desplaines St & Jackson Blvd,287,Franklin St & Monroe St,Subscriber,Female,1989"
"21745638,2019-01-02 08:48:41,2019-01-02 08:53:53,2518,312.0,56,Desplaines St & Kinzie St,77,Clinton St & Madison St,Subscriber,Male,1989"
"21745640,2019-01-02 08:48:56,2019-01-02 09:03:20,6109,864.0,15,Racine Ave & 18th St,174,Canal St & Madison St,Subscriber,Male,1977"
"21745641,2019-01-02 08:48:56,2019-01-02 08:56:28,4916,452.0,89,Financial Pl & Ida B Wells Dr (Temp),44,State St & Randolph St,Subscriber,Male,1981"
"21745642,2019-01-02 08:49:00,2019-01-02 09:04:55,4280,955.0,92,Carpenter St & Huron St,282,Halsted St & Maxwell St,Subscriber,Male,1980"
"21745644,2019-01-02 08:49:01,2019-01-02 08:58:34,3038,573.0,627,LaSalle Dr & Huron St (*),286,Franklin St & Quincy St,Subscriber,Male,1987"
"21745645,2019-01-02 08:49:08,2019-01-02 08:55:17,5777,369.0,319,Greenview Ave & Diversey Pkwy,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1982"
"21745646,2019-01-02 08:49:10,2019-01-02 08:56:59,3096,469.0,522,Bosworth Ave & Howard St,597,Chicago Ave & Washington St,Subscriber,Female,1975"
"21745647,2019-01-02 08:49:09,2019-01-02 08:51:55,1502,166.0,73,Jefferson St & Monroe St,18,Wacker Dr & Washington St,Subscriber,Male,1989"
"21745648,2019-01-02 08:49:13,2019-01-02 08:57:12,5983,479.0,22,May St & Taylor St,317,Wood St & Taylor St,Subscriber,Male,1981"
"21745649,2019-01-02 08:49:22,2019-01-02 09:03:58,3091,876.0,181,LaSalle St & Illinois St,68,Clinton St & Tilden St,Subscriber,Female,1986"
"21745650,2019-01-02 08:49:23,2019-01-02 08:56:55,4091,452.0,7,Field Blvd & South Water St,49,Dearborn St & Monroe St,Subscriber,Male,1995"
"21745651,2019-01-02 08:49:37,2019-01-02 09:10:56,1457,""1,279.0"",94,Clark St & Armitage Ave,192,Canal St & Adams St,Subscriber,Male,1988"
"21745652,2019-01-02 08:49:56,2019-01-02 09:00:31,2072,635.0,41,Federal St & Polk St,51,Clark St & Randolph St,Subscriber,Male,1961"
"21745653,2019-01-02 08:50:05,2019-01-02 08:53:30,972,205.0,138,Clybourn Ave & Division St,182,Wells St & Elm St,Subscriber,Female,1989"
"21745654,2019-01-02 08:50:08,2019-01-02 09:10:00,3318,""1,192.0"",202,Halsted St & 18th St,97,Field Museum,Subscriber,Female,1981"
"21745655,2019-01-02 08:50:14,2019-01-02 08:54:49,5068,275.0,394,Clark St & 9th St (AMLI),36,Franklin St & Jackson Blvd,Subscriber,Male,1977"
"21745656,2019-01-02 08:50:20,2019-01-02 09:00:08,6441,588.0,77,Clinton St & Madison St,5,State St & Harrison St,Subscriber,Male,1970"
"21745657,2019-01-02 08:50:29,2019-01-02 09:11:11,5927,""1,242.0"",158,Milwaukee Ave & Wabansia Ave,133,Kingsbury St & Kinzie St,Subscriber,Male,1983"
"21745658,2019-01-02 08:50:33,2019-01-02 08:56:44,6088,371.0,420,Ellis Ave & 55th St,426,Ellis Ave & 60th St,Subscriber,Male,1985"
"21745659,2019-01-02 08:50:41,2019-01-02 08:57:05,2888,384.0,164,Franklin St & Lake St,52,Michigan Ave & Lake St,Subscriber,Male,1991"
"21745660,2019-01-02 08:50:42,2019-01-02 08:52:26,6099,104.0,305,Western Ave & Division St,658,Leavitt St & Division St (*),Subscriber,Male,1978"
"21745661,2019-01-02 08:50:43,2019-01-02 09:00:43,2370,600.0,22,May St & Taylor St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1993"
"21745662,2019-01-02 08:50:56,2019-01-02 08:58:57,5525,481.0,36,Franklin St & Jackson Blvd,41,Federal St & Polk St,Subscriber,Male,1991"
"21745663,2019-01-02 08:50:53,2019-01-02 09:03:40,1995,767.0,172,Rush St & Cedar St,91,Clinton St & Washington Blvd,Subscriber,Male,1981"
"21745664,2019-01-02 08:51:07,2019-01-02 08:55:24,5896,257.0,84,Milwaukee Ave & Grand Ave,636,Orleans St & Hubbard St (*),Subscriber,Male,1987"
"21745665,2019-01-02 08:51:40,2019-01-02 08:56:45,6337,305.0,624,Dearborn St & Van Buren St (*),287,Franklin St & Monroe St,Subscriber,Male,1986"
"21745667,2019-01-02 08:51:45,2019-01-02 09:00:30,975,525.0,416,Dorchester Ave & 49th St,328,Ellis Ave & 58th St,Subscriber,Female,1996"
"21745669,2019-01-02 08:51:50,2019-01-02 08:58:19,1607,389.0,212,Wells St & Hubbard St,286,Franklin St & Quincy St,Subscriber,Male,1991"
"21745670,2019-01-02 08:51:51,2019-01-02 08:57:21,3510,330.0,18,Wacker Dr & Washington St,43,Michigan Ave & Washington St,Subscriber,Male,1985"
"21745671,2019-01-02 08:51:54,2019-01-02 08:56:20,2781,266.0,192,Canal St & Adams St,134,Peoria St & Jackson Blvd,Subscriber,Male,1970"
"21745673,2019-01-02 08:52:04,2019-01-02 08:58:58,4029,414.0,479,Drake Ave & Montrose Ave,489,Drake Ave & Addison St,Subscriber,Female,1989"
"21745674,2019-01-02 08:52:08,2019-01-02 09:24:08,988,""1,920.0"",115,Sheffield Ave & Wellington Ave,90,Millennium Park,Subscriber,Male,1967"
"21745676,2019-01-02 08:52:12,2019-01-02 08:58:40,4020,388.0,195,Columbus Dr & Randolph St,164,Franklin St & Lake St,Subscriber,Male,1990"
"21745677,2019-01-02 08:52:15,2019-01-02 08:57:41,3443,326.0,125,Rush St & Hubbard St,211,St. Clair St & Erie St,Subscriber,Male,1948"
"21745678,2019-01-02 08:52:14,2019-01-02 09:26:11,6311,""2,037.0"",245,Clarendon Ave & Junior Ter,98,LaSalle St & Washington St,Subscriber,Male,1989"
"21745679,2019-01-02 08:52:14,2019-01-02 09:13:44,2424,""1,290.0"",143,Sedgwick St & Webster Ave,51,Clark St & Randolph St,Subscriber,Male,1968"
"21745680,2019-01-02 08:52:28,2019-01-02 09:00:26,69,478.0,106,State St & Pearson St,98,LaSalle St & Washington St,Subscriber,Female,1989"
"21745682,2019-01-02 08:52:36,2019-01-02 09:02:27,5291,591.0,5,State St & Harrison St,97,Field Museum,Subscriber,Female,1991"
"21745683,2019-01-02 08:52:39,2019-01-02 08:57:48,1022,309.0,402,Shields Ave & 31st St,132,Wentworth Ave & 24th St,Subscriber,Male,1984"
"21745684,2019-01-02 08:52:42,2019-01-02 09:06:32,940,830.0,291,Wells St & Evergreen Ave,91,Clinton St & Washington Blvd,Subscriber,Female,1984"
"21745685,2019-01-02 08:52:46,2019-01-02 09:00:41,5530,475.0,303,Broadway & Cornelia Ave,229,Southport Ave & Roscoe St,Subscriber,Female,1981"
"21745686,2019-01-02 08:52:49,2019-01-02 08:56:28,2563,219.0,230,Lincoln Ave & Roscoe St,308,Seeley Ave & Roscoe St,Subscriber,Female,1977"
"21745687,2019-01-02 08:52:51,2019-01-02 09:05:07,5939,736.0,620,Orleans St & Chestnut St (NEXT Apts),194,Wabash Ave & Wacker Pl,Subscriber,Female,1985"
"21745688,2019-01-02 08:52:55,2019-01-02 08:56:52,2032,237.0,295,Broadway & Argyle St,295,Broadway & Argyle St,Subscriber,Male,1983"
"21745689,2019-01-02 08:53:01,2019-01-02 08:58:46,3238,345.0,627,LaSalle Dr & Huron St (*),48,Larrabee St & Kingsbury St,Subscriber,Male,1979"
"21745690,2019-01-02 08:53:04,2019-01-02 08:59:54,1425,410.0,88,Racine Ave & Randolph St,96,Desplaines St & Randolph St,Subscriber,Male,1973"
"21745691,2019-01-02 08:53:08,2019-01-02 08:58:12,331,304.0,18,Wacker Dr & Washington St,43,Michigan Ave & Washington St,Subscriber,Male,1982"
"21745692,2019-01-02 08:53:09,2019-01-02 09:04:09,1923,660.0,75,Canal St & Jackson Blvd,195,Columbus Dr & Randolph St,Subscriber,Male,1984"
"21745693,2019-01-02 08:53:13,2019-01-02 09:03:07,2503,594.0,74,Kingsbury St & Erie St,81,Daley Center Plaza,Subscriber,Female,1982"
"21745694,2019-01-02 08:53:19,2019-01-02 08:56:32,857,193.0,638,Clinton St & Jackson Blvd (*),91,Clinton St & Washington Blvd,Subscriber,Male,1979"
"21745695,2019-01-02 08:53:25,2019-01-02 09:01:22,4512,477.0,346,Ada St & Washington Blvd,18,Wacker Dr & Washington St,Subscriber,Male,1981"
"21745696,2019-01-02 08:53:29,2019-01-02 08:57:41,2467,252.0,91,Clinton St & Washington Blvd,51,Clark St & Randolph St,Subscriber,Male,1991"
"21745697,2019-01-02 08:53:42,2019-01-02 08:58:23,6214,281.0,174,Canal St & Madison St,43,Michigan Ave & Washington St,Customer,Male,1995"
"21745698,2019-01-02 08:53:51,2019-01-02 08:58:04,124,253.0,43,Michigan Ave & Washington St,49,Dearborn St & Monroe St,Subscriber,Male,1977"
"21745700,2019-01-02 08:54:08,2019-01-02 09:22:27,1417,""1,699.0"",303,Broadway & Cornelia Ave,212,Wells St & Hubbard St,Customer,,"
"21745702,2019-01-02 08:54:12,2019-01-02 09:04:55,5870,643.0,638,Clinton St & Jackson Blvd (*),194,Wabash Ave & Wacker Pl,Subscriber,Male,1979"
"21745703,2019-01-02 08:54:10,2019-01-02 08:58:55,325,285.0,369,Wood St & 35th St,9,Leavitt St & Archer Ave,Subscriber,Male,1961"
"21745705,2019-01-02 08:54:34,2019-01-02 09:03:17,5622,523.0,91,Clinton St & Washington Blvd,44,State St & Randolph St,Subscriber,Male,1986"
"21745706,2019-01-02 08:54:44,2019-01-02 09:03:27,3795,523.0,661,Evanston Civic Center,605,University Library (NU),Subscriber,Male,1976"
"21745707,2019-01-02 08:54:45,2019-01-02 09:02:50,5429,485.0,89,Financial Pl & Ida B Wells Dr (Temp),100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1986"
"21745708,2019-01-02 08:54:53,2019-01-02 09:22:27,795,""1,654.0"",303,Broadway & Cornelia Ave,212,Wells St & Hubbard St,Subscriber,Male,1991"
"21745709,2019-01-02 08:54:55,2019-01-02 09:06:53,1215,718.0,141,Clark St & Lincoln Ave,53,Wells St & Huron St,Subscriber,Male,1956"
"21745710,2019-01-02 08:55:07,2019-01-02 09:04:37,2499,570.0,620,Orleans St & Chestnut St (NEXT Apts),194,Wabash Ave & Wacker Pl,Subscriber,Male,1991"
"21745711,2019-01-02 08:55:16,2019-01-02 09:03:18,3933,482.0,91,Clinton St & Washington Blvd,111,Sedgwick St & Huron St,Subscriber,Male,1986"
"21745712,2019-01-02 08:55:21,2019-01-02 09:24:25,3401,""1,744.0"",240,Sheridan Rd & Irving Park Rd,47,State St & Kinzie St,Subscriber,Male,1993"
"21745713,2019-01-02 08:55:24,2019-01-02 09:02:10,2962,406.0,636,Orleans St & Hubbard St (*),77,Clinton St & Madison St,Subscriber,Male,1982"
"21745714,2019-01-02 08:55:31,2019-01-02 09:09:06,5261,815.0,273,Michigan Ave & 18th St,37,Dearborn St & Adams St,Subscriber,Male,1993"
"21745717,2019-01-02 08:55:41,2019-01-02 09:01:14,2498,333.0,160,Campbell Ave & North Ave,61,Wood St & Milwaukee Ave,Subscriber,Male,1989"
"21745720,2019-01-02 08:55:52,2019-01-02 09:09:40,3897,828.0,48,Larrabee St & Kingsbury St,36,Franklin St & Jackson Blvd,Subscriber,Male,1978"
"21745721,2019-01-02 08:55:53,2019-01-02 09:02:31,6416,398.0,5,State St & Harrison St,81,Daley Center Plaza,Subscriber,Male,1990"
"21745723,2019-01-02 08:56:01,2019-01-02 09:04:17,5720,496.0,91,Clinton St & Washington Blvd,43,Michigan Ave & Washington St,Subscriber,Male,1980"
"21745724,2019-01-02 08:56:06,2019-01-02 09:13:05,6099,""1,019.0"",658,Leavitt St & Division St (*),181,LaSalle St & Illinois St,Subscriber,Male,1978"
"21745725,2019-01-02 08:56:07,2019-01-02 08:59:24,5360,197.0,219,Damen Ave & Cortland St,69,Damen Ave & Pierce Ave,Subscriber,Female,1967"
"21745726,2019-01-02 08:56:10,2019-01-02 09:12:36,6190,986.0,66,Clinton St & Lake St,261,Hermitage Ave & Polk St,Subscriber,Male,1970"
"21745727,2019-01-02 08:56:15,2019-01-02 09:05:21,4317,546.0,91,Clinton St & Washington Blvd,48,Larrabee St & Kingsbury St,Subscriber,Male,1967"
"21745728,2019-01-02 08:56:23,2019-01-02 08:58:17,6175,114.0,91,Clinton St & Washington Blvd,66,Clinton St & Lake St,Subscriber,Male,1942"
"21745729,2019-01-02 08:56:27,2019-01-02 09:06:53,3098,626.0,91,Clinton St & Washington Blvd,195,Columbus Dr & Randolph St,Subscriber,Male,1978"
"21745730,2019-01-02 08:56:29,2019-01-02 09:04:21,5452,472.0,18,Wacker Dr & Washington St,43,Michigan Ave & Washington St,Subscriber,Male,1986"
"21745732,2019-01-02 08:56:39,2019-01-02 09:04:55,4879,496.0,71,Morgan St & Lake St,111,Sedgwick St & Huron St,Subscriber,Male,1988"
"21745734,2019-01-02 08:56:48,2019-01-02 09:04:00,4957,432.0,394,Clark St & 9th St (AMLI),286,Franklin St & Quincy St,Subscriber,Male,1987"
"21745735,2019-01-02 08:56:50,2019-01-02 09:08:50,857,720.0,91,Clinton St & Washington Blvd,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1982"
